faiss_id,spotify_id,track_name,artist
279,5vbauZMKH19WWS3pVT9pbz,All I Need,['Heidi Howe']
280,2cqp102mlse1pdNmKpF5hE,Haven'T Met You Yet,['Heidi Howe']
281,6zrfKU1l5CGDCkRLcpmpMv,Everything But You,['Heidi Howe']
282,46qQU2hmqkRrwT4o2I181d,The Last Thing,['Heidi Howe']
283,6lsdH0BqjR1kIj6p4WQAd7,With Every Kiss,['Heidi Howe']
284,03fJq0FI7Ogz4twXvvTvCo,Another Other Woman,['Heidi Howe']
285,46zzf03T1CTEQF1AHvOUaH,John Denver,['Heidi Howe']
286,77UO68zpUuRRgY4CH2dbfQ,Made In Korea (Song For Stinky Pete),['Heidi Howe']
287,1U2zDu4ozvEPgeb2PRwWqy,Lagoa,['Johnny Vaz']
288,2wHkxqbKl3eVUQ3E7uydoD,Spray - El Mundo Remix,"['Johnny Vaz', 'El Mundo']"
289,0PoorlGj1tGm4WQVmjpKYY,Copycats,['Johnny Vaz']
290,1MbkrtOLQQZzvfq1915tpw,Spray,['Johnny Vaz']
291,3KvvOmsWlngpJQ1NPolyZF,Rules,['Mercy Rule']
292,2xuBxMijKBm6p3hKFBeYMb,Underwhelmed,['Mercy Rule']
293,0qpPF3OK16DbjqKdIcO7Ug,In A Box,['Mercy Rule']
294,1elRzYKEvBY9D3DZR8Vcjm,Ksuk,['Mercy Rule']
295,3k95YH9g9MIWlJDOlBdVoc,B4U,['Mercy Rule']
296,5qSs49dTJC2RURsNJil2do,Spark,['Mercy Rule']
297,2mGrJKIRkkOC8wBK7d2qtv,Simple Word,['Mercy Rule']
298,5hKiDJPhnN7QcHcc1fAnZg,Blue,['Mercy Rule']
299,0EVYYT5T3nNf5GMuNS9o7J,Bob,['Mercy Rule']
300,16swIjpDJoYScFlhNSoJKw,Sky,['Mercy Rule']
301,7pxO46gWU2NATffPH2vjQp,Break The Band,['Mercy Rule']
302,4Y1PSznXKjqAlpfndE7Dvo,Whatever Happens,['Mercy Rule']
